customerid, firstname, lastname, address1, address2, city, state, zip, country, region, email, phone, creditcardtype, creditcard, creditcardexpiration, username, "password", age, income, gender
16822, FDHYXS, EOKNDAATBZ, 1296718894 Dell Way, \N, BNNJIUH, \N, 0, South Africa, 2, EOKNDAATBZ@dell.com, 1296718894, 5, 4680895561352372, 2012/08, user16822, password, 52, 40000, M
16823, QPTNIX, CSLFTLZULB, 7277666294 Dell Way, \N, IYLQTSM, \N, 0, Russia, 2, CSLFTLZULB@dell.com, 7277666294, 5, 6637023680843414, 2009/05, user16823, password, 85, 20000, M
16824, NVNVTP, OEVHQUBBVK, 4319505045 Dell Way, \N, ZGATZMN, \N, 0, Japan, 2, OEVHQUBBVK@dell.com, 4319505045, 1, 9811289593111724, 2011/01, user16824, password, 22, 80000, M
16825, XEKQUY, VPGLKIMGSM, 8574933821 Dell Way, \N, NTFNFSE, \N, 0, Germany, 2, VPGLKIMGSM@dell.com, 8574933821, 1, 3765238697640598, 2012/03, user16825, password, 90, 60000, F
16826, EWUYVP, OBAZKNFCZT, 6367304933 Dell Way, \N, WFGBXLR, \N, 0, Russia, 2, OBAZKNFCZT@dell.com, 6367304933, 5, 6807379245292396, 2012/12, user16826, password, 26, 100000, F
16827, ZTCUIR, WJQHWWKWPG, 9445315596 Dell Way, \N, BVIYGZS, \N, 0, South Africa, 2, WJQHWWKWPG@dell.com, 9445315596, 2, 7078141221310944, 2012/06, user16827, password, 65, 20000, F
16828, KDGSUC, CKKYGUUVAW, 8750958431 Dell Way, \N, QIUXHNT, \N, 0, Chile, 2, CKKYGUUVAW@dell.com, 8750958431, 3, 2217773959506303, 2009/01, user16828, password, 29, 80000, F
16829, HZEBCG, LNFSHANIWE, 3074289795 Dell Way, \N, QRCYEVE, \N, 0, Australia, 2, LNFSHANIWE@dell.com, 3074289795, 2, 4301527556031942, 2009/06, user16829, password, 27, 80000, M
16830, DXUGEG, TKZAKMIHRZ, 4720677968 Dell Way, \N, YTXDPCE, \N, 0, South Africa, 2, TKZAKMIHRZ@dell.com, 4720677968, 3, 1952405381947755, 2012/09, user16830, password, 79, 80000, M
16831, TLAYST, IRUTECAWCZ, 8450990544 Dell Way, \N, QZCFCHA, \N, 0, Germany, 2, IRUTECAWCZ@dell.com, 8450990544, 1, 4581167639698833, 2010/12, user16831, password, 21, 40000, M
16832, MIRFBA, WWTBZUXBTO, 9392161845 Dell Way, \N, BWTDDUQ, \N, 0, UK, 2, WWTBZUXBTO@dell.com, 9392161845, 1, 5121366400271654, 2012/02, user16832, password, 72, 80000, M
16833, BJUDJR, ZDTYXQAQFB, 8853191448 Dell Way, \N, NYEQTVP, \N, 0, Japan, 2, ZDTYXQAQFB@dell.com, 8853191448, 1, 6386831511277706, 2012/10, user16833, password, 36, 60000, M
16834, PIZZAZ, CTYAKYRPZE, 4937693894 Dell Way, \N, OEUHAKZ, \N, 0, South Africa, 2, CTYAKYRPZE@dell.com, 4937693894, 3, 8574352276977152, 2009/10, user16834, password, 46, 20000, F
16835, SCKSCN, MANWZELZIZ, 8329838788 Dell Way, \N, DDHDNGA, \N, 0, UK, 2, MANWZELZIZ@dell.com, 8329838788, 5, 2683302690740675, 2011/04, user16835, password, 38, 20000, M
16836, JMSMAE, MNALRMLAMO, 6640596995 Dell Way, \N, DTSRZTP, \N, 0, Russia, 2, MNALRMLAMO@dell.com, 6640596995, 4, 4933793903794140, 2012/01, user16836, password, 55, 100000, F
16837, AOYATK, NUWFHHGTWJ, 4939239332 Dell Way, \N, MPALIQG, \N, 0, UK, 2, NUWFHHGTWJ@dell.com, 4939239332, 4, 8657761421054603, 2010/03, user16837, password, 70, 100000, F
16838, HXFBIT, VFZDNFWJOI, 7207881025 Dell Way, \N, ZPUHGAG, \N, 0, Japan, 2, VFZDNFWJOI@dell.com, 7207881025, 1, 2885106288362294, 2012/11, user16838, password, 31, 20000, F
16839, CIELBA, QADDFZNUIM, 2494392308 Dell Way, \N, KCURCBJ, \N, 0, Russia, 2, QADDFZNUIM@dell.com, 2494392308, 3, 7086357162799687, 2012/10, user16839, password, 74, 20000, M
16840, CHHDIX, EMBKLOFUBQ, 2931324492 Dell Way, \N, WVHYXQT, \N, 0, Australia, 2, EMBKLOFUBQ@dell.com, 2931324492, 3, 1548785454593598, 2012/03, user16840, password, 31, 100000, F
16841, MCLVAQ, HCATRGNSWJ, 5560187408 Dell Way, \N, ODILUCN, \N, 0, Australia, 2, HCATRGNSWJ@dell.com, 5560187408, 3, 9853573398664596, 2011/10, user16841, password, 77, 100000, F
16842, XKCYBJ, ABCRHQKEZY, 5479164931 Dell Way, \N, IIKCKXD, \N, 0, UK, 2, ABCRHQKEZY@dell.com, 5479164931, 1, 6555233865976334, 2009/12, user16842, password, 62, 60000, M
16843, APUBZU, DCMLSWPSVX, 3367667491 Dell Way, \N, AFALDEI, \N, 0, Japan, 2, DCMLSWPSVX@dell.com, 3367667491, 5, 9202953528612852, 2008/07, user16843, password, 49, 20000, M
16844, AURAPU, CCGUZVMUTM, 2963668521 Dell Way, \N, AUXEYGV, \N, 0, Chile, 2, CCGUZVMUTM@dell.com, 2963668521, 4, 4491839241702110, 2011/02, user16844, password, 47, 40000, F
16845, FAFVVH, XBCWXORQBR, 4618640216 Dell Way, \N, LZWJGRP, \N, 0, France, 2, XBCWXORQBR@dell.com, 4618640216, 5, 3062075438443571, 2010/05, user16845, password, 61, 80000, M
16846, QZKLHI, MJFJXWAYOL, 4198911163 Dell Way, \N, YKVECKP, \N, 0, France, 2, MJFJXWAYOL@dell.com, 4198911163, 5, 1503293328918516, 2011/06, user16846, password, 78, 40000, F
16847, USMBBZ, KGJIDJHSUF, 8107859442 Dell Way, \N, CQJFAYR, \N, 0, China, 2, KGJIDJHSUF@dell.com, 8107859442, 4, 1820225669071078, 2009/07, user16847, password, 47, 40000, F
16848, DTLFTW, LCEPLLHGQK, 1173739694 Dell Way, \N, WZPWYHG, \N, 0, Russia, 2, LCEPLLHGQK@dell.com, 1173739694, 2, 9653550138231368, 2010/09, user16848, password, 35, 100000, M
16849, ZJBTGN, VKDHWKNMUK, 8451681057 Dell Way, \N, MJGLRNE, \N, 0, Japan, 2, VKDHWKNMUK@dell.com, 8451681057, 1, 3344109364319593, 2010/05, user16849, password, 33, 60000, F
16850, PNCVAY, GDFCOTPIDB, 8605904312 Dell Way, \N, SKNJXSB, \N, 0, Russia, 2, GDFCOTPIDB@dell.com, 8605904312, 2, 3673924061004072, 2009/07, user16850, password, 71, 80000, F
16851, GSYHQE, LWHZPWITYB, 8201731016 Dell Way, \N, DLLBDMU, \N, 0, UK, 2, LWHZPWITYB@dell.com, 8201731016, 1, 2940403300337493, 2009/10, user16851, password, 77, 60000, F
16852, NKIEOT, BWTQSCJQDN, 4920818344 Dell Way, \N, COOFBJF, \N, 0, South Africa, 2, BWTQSCJQDN@dell.com, 4920818344, 3, 2560993142426014, 2009/03, user16852, password, 63, 40000, M
16853, AQYPKZ, LEQDGATJOW, 7470803163 Dell Way, \N, YDBZMHV, \N, 0, UK, 2, LEQDGATJOW@dell.com, 7470803163, 1, 2527834589127451, 2012/08, user16853, password, 52, 80000, M
16854, DSFNSR, SIUYJOIXKH, 1997562252 Dell Way, \N, BMGNUCL, \N, 0, France, 2, SIUYJOIXKH@dell.com, 1997562252, 4, 5137840108945966, 2011/02, user16854, password, 32, 40000, F
16855, XPTPHL, YBKHQTFBAG, 8548145787 Dell Way, \N, OHUIJFV, \N, 0, France, 2, YBKHQTFBAG@dell.com, 8548145787, 2, 3073056754190475, 2012/06, user16855, password, 62, 20000, F
16856, FXYMJX, OUEFNJGNQU, 2783196226 Dell Way, \N, VKDFQYR, \N, 0, France, 2, OUEFNJGNQU@dell.com, 2783196226, 5, 4538204434793443, 2011/07, user16856, password, 57, 20000, M
16857, LAGVXU, PBZDLGRBBM, 3474065504 Dell Way, \N, MERCCJO, \N, 0, Chile, 2, PBZDLGRBBM@dell.com, 3474065504, 5, 9701714653521776, 2012/06, user16857, password, 18, 60000, M
16858, AUTXPI, YPLKVDLXPX, 5305863656 Dell Way, \N, BGZEQOM, \N, 0, South Africa, 2, YPLKVDLXPX@dell.com, 5305863656, 3, 7244503186084331, 2012/06, user16858, password, 35, 100000, F
16859, AQIQZH, FLRBODYDBA, 1659004916 Dell Way, \N, KBEAPQX, \N, 0, Australia, 2, FLRBODYDBA@dell.com, 1659004916, 4, 1275827181059867, 2010/11, user16859, password, 85, 100000, M
16860, OHNOPS, ZGTOKSSLSC, 6836182406 Dell Way, \N, MXDCOBE, \N, 0, Japan, 2, ZGTOKSSLSC@dell.com, 6836182406, 1, 2182568268850446, 2010/02, user16860, password, 24, 40000, M
16861, JXFYPF, FJTPCLBUOO, 1044237178 Dell Way, \N, SRQGSVW, \N, 0, China, 2, FJTPCLBUOO@dell.com, 1044237178, 1, 8867671182379127, 2008/02, user16861, password, 37, 80000, F
16862, DALTFQ, DZGFLIAZWS, 8797730034 Dell Way, \N, RNZKIWT, \N, 0, China, 2, DZGFLIAZWS@dell.com, 8797730034, 4, 5033541497774422, 2012/11, user16862, password, 35, 60000, F
16863, GWVMMY, LTDWBEWXWN, 3804233402 Dell Way, \N, LWXTSRC, \N, 0, Germany, 2, LTDWBEWXWN@dell.com, 3804233402, 3, 5882336963433773, 2009/10, user16863, password, 89, 40000, F
16864, VBNIAY, BEVDIRAFFL, 8399816074 Dell Way, \N, BCFUUHJ, \N, 0, Australia, 2, BEVDIRAFFL@dell.com, 8399816074, 5, 3743617796339095, 2010/11, user16864, password, 59, 80000, M
16865, QDAQBC, UXFDPFIURJ, 4627172058 Dell Way, \N, XXDRFNU, \N, 0, Australia, 2, UXFDPFIURJ@dell.com, 4627172058, 1, 6526878164149821, 2009/08, user16865, password, 35, 100000, F
16866, JZYLBT, IGWXMESEOP, 2037802617 Dell Way, \N, CSHHFBI, \N, 0, Japan, 2, IGWXMESEOP@dell.com, 2037802617, 5, 9078036093618722, 2011/02, user16866, password, 81, 20000, M
16867, WYYXSH, EOFRTXWHNZ, 5484369917 Dell Way, \N, AUGGVOW, \N, 0, UK, 2, EOFRTXWHNZ@dell.com, 5484369917, 4, 7283266810234637, 2011/08, user16867, password, 71, 20000, F
16868, SDKKLP, YRHRPDZCDZ, 8400443619 Dell Way, \N, WJFSYBQ, \N, 0, France, 2, YRHRPDZCDZ@dell.com, 8400443619, 2, 1962021030019968, 2010/01, user16868, password, 39, 100000, M
16869, LIEWXC, NEUCITFLSB, 7969083725 Dell Way, \N, VYUTZLF, \N, 0, South Africa, 2, NEUCITFLSB@dell.com, 7969083725, 2, 3308639274910092, 2012/08, user16869, password, 30, 80000, F
16870, MUXKXL, ORNXKSICUD, 4820947930 Dell Way, \N, AOXAZCV, \N, 0, Russia, 2, ORNXKSICUD@dell.com, 4820947930, 1, 6632270420901478, 2008/04, user16870, password, 36, 20000, M
16871, BZDYKS, PXPZQYCKBD, 1632856043 Dell Way, \N, ZZDZBZT, \N, 0, Germany, 2, PXPZQYCKBD@dell.com, 1632856043, 2, 5768990687094629, 2009/08, user16871, password, 61, 20000, M
16872, OGPYZE, WOEMNGXOJW, 1057429020 Dell Way, \N, ONWQMQD, \N, 0, Germany, 2, WOEMNGXOJW@dell.com, 1057429020, 4, 9091744516044856, 2011/03, user16872, password, 90, 40000, M
16873, GXTFCP, UGBHNYWWVK, 8023487469 Dell Way, \N, KSAWIDL, \N, 0, China, 2, UGBHNYWWVK@dell.com, 8023487469, 2, 9823890652973206, 2008/05, user16873, password, 39, 100000, M
16874, FOUIDO, OFWBESYADI, 9949305855 Dell Way, \N, SDFBHRK, \N, 0, Australia, 2, OFWBESYADI@dell.com, 9949305855, 2, 1721292272210121, 2009/09, user16874, password, 83, 100000, M
16875, LSEPHT, UDVYWUZACR, 5569773547 Dell Way, \N, DITLZDM, \N, 0, UK, 2, UDVYWUZACR@dell.com, 5569773547, 3, 3701117624528706, 2008/06, user16875, password, 33, 20000, M
16876, XGMEZH, IVGFPFFSXJ, 8482501064 Dell Way, \N, ARUZUGZ, \N, 0, Chile, 2, IVGFPFFSXJ@dell.com, 8482501064, 2, 5268925614655018, 2009/06, user16876, password, 56, 40000, F
16877, USOTZX, PGCELHWJQW, 1895629173 Dell Way, \N, ALWVSVC, \N, 0, Germany, 2, PGCELHWJQW@dell.com, 1895629173, 3, 8358521086629481, 2010/02, user16877, password, 19, 100000, M
16878, SNQSLF, YNKJVGTMDT, 3369253196 Dell Way, \N, XAOPVRD, \N, 0, UK, 2, YNKJVGTMDT@dell.com, 3369253196, 5, 5594223601277918, 2009/12, user16878, password, 51, 40000, M
16879, ZXJKDI, YNSUTLGWFE, 8555050870 Dell Way, \N, XUTSMXR, \N, 0, Russia, 2, YNSUTLGWFE@dell.com, 8555050870, 1, 1943890139460563, 2012/08, user16879, password, 44, 60000, M
16880, GWBJEZ, WWTQIANOEK, 9654101168 Dell Way, \N, IYDUVUN, \N, 0, Japan, 2, WWTQIANOEK@dell.com, 9654101168, 4, 5258905711583793, 2011/12, user16880, password, 88, 40000, F
16881, VHPAGM, XACFAQUEAC, 1580538224 Dell Way, \N, DDXYYLQ, \N, 0, South Africa, 2, XACFAQUEAC@dell.com, 1580538224, 1, 5449142312165350, 2008/01, user16881, password, 70, 40000, M
16882, ZXXGKU, GNAHDUMEXP, 3189518596 Dell Way, \N, HUNGFDD, \N, 0, Chile, 2, GNAHDUMEXP@dell.com, 3189518596, 4, 4034700380638242, 2009/05, user16882, password, 64, 20000, F
16883, OBPYVW, MWEQQQUNFC, 1602857350 Dell Way, \N, ITINXLV, \N, 0, Canada, 2, MWEQQQUNFC@dell.com, 1602857350, 1, 4932631145231426, 2010/10, user16883, password, 62, 80000, F
16884, RJHNGU, JKKAAEOGGW, 4002783019 Dell Way, \N, ZOJWAEA, \N, 0, Australia, 2, JKKAAEOGGW@dell.com, 4002783019, 3, 5441870742943138, 2008/01, user16884, password, 36, 60000, M
16885, QTGWOQ, GYQHDENJAM, 8845879017 Dell Way, \N, YKJYPKA, \N, 0, UK, 2, GYQHDENJAM@dell.com, 8845879017, 3, 1435159759130328, 2012/10, user16885, password, 55, 80000, F
16886, HYGVON, TEUWJIGKVE, 7094452329 Dell Way, \N, UFDKPEI, \N, 0, France, 2, TEUWJIGKVE@dell.com, 7094452329, 2, 4829507362563163, 2010/11, user16886, password, 25, 100000, F
16887, BCZPQT, ULQDTWOPBI, 4923346716 Dell Way, \N, UFTKJBW, \N, 0, Australia, 2, ULQDTWOPBI@dell.com, 4923346716, 2, 5376585486344993, 2009/05, user16887, password, 42, 60000, F
16888, LLBCFV, NVZHSNWUWR, 3244581032 Dell Way, \N, ZQBIRYJ, \N, 0, Canada, 2, NVZHSNWUWR@dell.com, 3244581032, 5, 4908895192202181, 2011/03, user16888, password, 84, 20000, M
16889, JETPAG, KZODNLXKCX, 5332446803 Dell Way, \N, AEGSCQV, \N, 0, China, 2, KZODNLXKCX@dell.com, 5332446803, 2, 1095110859256237, 2011/02, user16889, password, 27, 40000, M
16890, HBCHIN, HWRVHPFKNG, 1062219382 Dell Way, \N, OTYQJTA, \N, 0, South Africa, 2, HWRVHPFKNG@dell.com, 1062219382, 1, 5761940408498049, 2008/02, user16890, password, 80, 80000, F
16891, XVTGJA, DAVLQBVDHJ, 1375038412 Dell Way, \N, WGAGAAC, \N, 0, Australia, 2, DAVLQBVDHJ@dell.com, 1375038412, 4, 2636369938030839, 2008/06, user16891, password, 82, 80000, F
16892, SIQBJT, CFESHZVPJR, 6661261286 Dell Way, \N, VKYVLAW, \N, 0, France, 2, CFESHZVPJR@dell.com, 6661261286, 1, 6907196333631874, 2008/11, user16892, password, 37, 60000, M
16893, PDRZWT, EBLMBHBKYW, 6188355114 Dell Way, \N, VXSGXOS, \N, 0, Germany, 2, EBLMBHBKYW@dell.com, 6188355114, 2, 6663251774851233, 2010/08, user16893, password, 26, 20000, F
16894, GUGDNL, EZXFGYPFVL, 8184301087 Dell Way, \N, CNRZBKN, \N, 0, Japan, 2, EZXFGYPFVL@dell.com, 8184301087, 1, 2135006043594330, 2010/04, user16894, password, 34, 80000, M
16895, AZQOKU, NIZUGPZBBC, 7816204420 Dell Way, \N, OSCQDPH, \N, 0, UK, 2, NIZUGPZBBC@dell.com, 7816204420, 2, 4512448681984097, 2008/08, user16895, password, 26, 60000, M
16896, CEEMZS, UZMBPLCQNR, 9877048708 Dell Way, \N, JQIMFPL, \N, 0, UK, 2, UZMBPLCQNR@dell.com, 9877048708, 5, 1075965955387800, 2011/12, user16896, password, 58, 40000, F
16897, TLMSDH, SPJHBMXPDG, 9895860213 Dell Way, \N, FMTLBEK, \N, 0, Australia, 2, SPJHBMXPDG@dell.com, 9895860213, 3, 6948935642372817, 2012/12, user16897, password, 84, 100000, M
16898, ILLMSD, BBKDNISROX, 2312479205 Dell Way, \N, EHIFMTG, \N, 0, France, 2, BBKDNISROX@dell.com, 2312479205, 5, 4432719897478819, 2008/11, user16898, password, 40, 100000, F
16899, TGQLJS, NUVBCOTRMX, 3781581665 Dell Way, \N, ZVDLOKX, \N, 0, Japan, 2, NUVBCOTRMX@dell.com, 3781581665, 2, 8256934599485249, 2008/08, user16899, password, 63, 40000, F
16900, XZUGSI, BOKECDVOBU, 4789820128 Dell Way, \N, KEFYODQ, \N, 0, South Africa, 2, BOKECDVOBU@dell.com, 4789820128, 3, 1116360249463468, 2008/01, user16900, password, 42, 40000, M
16901, IDFALH, OVLRZGGAAQ, 6710288869 Dell Way, \N, FGOTKFQ, \N, 0, South Africa, 2, OVLRZGGAAQ@dell.com, 6710288869, 4, 8507667397614569, 2011/12, user16901, password, 31, 80000, F
16902, IWITDX, POOPVVPWLV, 8423208143 Dell Way, \N, DAONFEI, \N, 0, South Africa, 2, POOPVVPWLV@dell.com, 8423208143, 1, 6013315444812179, 2012/05, user16902, password, 32, 20000, M
16903, BKLFHA, UWQPRGLDBP, 6390193559 Dell Way, \N, DPCJULG, \N, 0, Japan, 2, UWQPRGLDBP@dell.com, 6390193559, 4, 4790735486429185, 2012/12, user16903, password, 55, 80000, F
16904, YBGFCB, CSQTYCXZRB, 4947173403 Dell Way, \N, PUKJFQA, \N, 0, South Africa, 2, CSQTYCXZRB@dell.com, 4947173403, 3, 7781386401038618, 2010/12, user16904, password, 44, 60000, M
16905, KTCMUE, FLYDOVCFWS, 5638421552 Dell Way, \N, AHCFYCA, \N, 0, China, 2, FLYDOVCFWS@dell.com, 5638421552, 4, 8298055604565889, 2010/02, user16905, password, 40, 40000, M
16906, BLBWPG, IOJWKMCHEC, 2015648945 Dell Way, \N, OHINJIX, \N, 0, South Africa, 2, IOJWKMCHEC@dell.com, 2015648945, 4, 4047074047848582, 2009/01, user16906, password, 66, 80000, F
16907, CVYSBG, GLDRYGYDJN, 6506191966 Dell Way, \N, KRATAXQ, \N, 0, Canada, 2, GLDRYGYDJN@dell.com, 6506191966, 5, 4398327444214374, 2011/08, user16907, password, 30, 80000, M
16908, AQLCXS, NAJMHIPQWZ, 4410573404 Dell Way, \N, HWTHUKL, \N, 0, China, 2, NAJMHIPQWZ@dell.com, 4410573404, 5, 1127499182708561, 2008/12, user16908, password, 69, 80000, F
16909, IFCFYQ, GICNQRDMRL, 9891402696 Dell Way, \N, JKTEVEO, \N, 0, Canada, 2, GICNQRDMRL@dell.com, 9891402696, 3, 2952490013092756, 2012/04, user16909, password, 90, 100000, M
16910, FBVDRB, LUPCLSPDEZ, 3311475153 Dell Way, \N, NXDICRN, \N, 0, Australia, 2, LUPCLSPDEZ@dell.com, 3311475153, 4, 1386750605423003, 2010/09, user16910, password, 19, 20000, M
16911, CYCUAO, OPRAIGDMGR, 3568617178 Dell Way, \N, KJAMBNO, \N, 0, China, 2, OPRAIGDMGR@dell.com, 3568617178, 3, 8549253849778325, 2008/08, user16911, password, 88, 100000, M
16912, XBMXPA, NGAVNEITVS, 3804772237 Dell Way, \N, DVEEJSM, \N, 0, Japan, 2, NGAVNEITVS@dell.com, 3804772237, 2, 7110886203125120, 2012/04, user16912, password, 65, 80000, F
16913, SBCHCQ, ODLBHUVCNY, 9475696022 Dell Way, \N, YSDILPZ, \N, 0, Russia, 2, ODLBHUVCNY@dell.com, 9475696022, 4, 6838089050725103, 2009/04, user16913, password, 36, 60000, M
16914, INHKEV, NPXUKSXXRW, 8084353392 Dell Way, \N, PUEAKDT, \N, 0, China, 2, NPXUKSXXRW@dell.com, 8084353392, 3, 6136461008340121, 2008/08, user16914, password, 18, 20000, M
16915, NJJSEX, ICSSVQPMMF, 4344735361 Dell Way, \N, GQFQUZZ, \N, 0, Germany, 2, ICSSVQPMMF@dell.com, 4344735361, 3, 6759879347868264, 2008/07, user16915, password, 69, 100000, F
16916, BJUGHC, IZUDPKQBPW, 1605698283 Dell Way, \N, SVNMUNA, \N, 0, Canada, 2, IZUDPKQBPW@dell.com, 1605698283, 4, 2791642338968813, 2011/05, user16916, password, 32, 80000, F
16917, ONSVPB, VKFKVVMLSE, 3798031456 Dell Way, \N, HFQBSQG, \N, 0, Russia, 2, VKFKVVMLSE@dell.com, 3798031456, 3, 4793351348489523, 2011/08, user16917, password, 28, 20000, F
16918, QVBGWW, RBGMWSYPWF, 9852169865 Dell Way, \N, UMHNDNI, \N, 0, France, 2, RBGMWSYPWF@dell.com, 9852169865, 4, 2287543924059719, 2011/11, user16918, password, 37, 100000, M
16919, CWUZTL, AZYXSWMPCH, 9072551881 Dell Way, \N, CJVGXDR, \N, 0, South Africa, 2, AZYXSWMPCH@dell.com, 9072551881, 5, 5540208287071437, 2011/02, user16919, password, 42, 40000, F
16920, FCEYOF, YNDRJQGLYI, 1843048644 Dell Way, \N, VTOSXGP, \N, 0, Russia, 2, YNDRJQGLYI@dell.com, 1843048644, 1, 6197565308772028, 2008/06, user16920, password, 83, 60000, M
16921, APPOUO, BXFLOMXMVS, 2138328479 Dell Way, \N, FJLCQAX, \N, 0, Russia, 2, BXFLOMXMVS@dell.com, 2138328479, 3, 9401279914658518, 2010/05, user16921, password, 42, 40000, F
16922, XVYSKA, QQLECJQXCW, 4279621720 Dell Way, \N, HNZXOWR, \N, 0, Japan, 2, QQLECJQXCW@dell.com, 4279621720, 3, 3281628667376935, 2011/12, user16922, password, 52, 20000, M
16923, HBOSCE, INIKXZHZVP, 7737131431 Dell Way, \N, NVNCREU, \N, 0, Australia, 2, INIKXZHZVP@dell.com, 7737131431, 1, 8194917518179864, 2011/07, user16923, password, 85, 60000, M
16924, ZBNCFV, QOGNOONKDA, 9471929132 Dell Way, \N, FQDXUXY, \N, 0, Germany, 2, QOGNOONKDA@dell.com, 9471929132, 4, 2900743541773408, 2010/09, user16924, password, 71, 40000, M
16925, UUTAPJ, PVWDJKNMLS, 3762368453 Dell Way, \N, DOQXLOL, \N, 0, China, 2, PVWDJKNMLS@dell.com, 3762368453, 4, 8609548185952009, 2012/05, user16925, password, 25, 80000, F
16926, WKFMTU, IQYSALELEI, 4151621873 Dell Way, \N, AUGLJRW, \N, 0, Japan, 2, IQYSALELEI@dell.com, 4151621873, 4, 6829006541986019, 2011/10, user16926, password, 39, 100000, M
16927, RCELXM, CVECHJOLRO, 6122615596 Dell Way, \N, GYAQPWH, \N, 0, UK, 2, CVECHJOLRO@dell.com, 6122615596, 5, 7325275810901076, 2009/03, user16927, password, 63, 20000, M
16928, TFJQSL, LXOTGDEYRL, 3625372393 Dell Way, \N, WSBMOJL, \N, 0, Canada, 2, LXOTGDEYRL@dell.com, 3625372393, 1, 5625563319306821, 2010/10, user16928, password, 59, 60000, M
16929, UUDNGP, KUIRYNQPZN, 6782347931 Dell Way, \N, HAAWKMA, \N, 0, Japan, 2, KUIRYNQPZN@dell.com, 6782347931, 3, 2864452176727354, 2010/02, user16929, password, 65, 100000, M
16930, LCKSSV, NBNLOEBORI, 7871406360 Dell Way, \N, PSFZEGR, \N, 0, South Africa, 2, NBNLOEBORI@dell.com, 7871406360, 5, 3241319516673684, 2012/07, user16930, password, 32, 80000, M
16931, HFRZAE, BOQQSREJAT, 3412288259 Dell Way, \N, CGTGMKC, \N, 0, Chile, 2, BOQQSREJAT@dell.com, 3412288259, 2, 1884537929203361, 2011/07, user16931, password, 81, 80000, M
16932, BLVCQW, QGMIYQSYKU, 5343517859 Dell Way, \N, EDBQNDW, \N, 0, Russia, 2, QGMIYQSYKU@dell.com, 5343517859, 5, 6180009500589222, 2008/11, user16932, password, 42, 100000, M
16933, UQZKMQ, RZZPPRNZMS, 2663176651 Dell Way, \N, COIQSFK, \N, 0, Canada, 2, RZZPPRNZMS@dell.com, 2663176651, 5, 2745572767220437, 2008/04, user16933, password, 19, 100000, F
16934, RYNEOE, DNUSFHSSAV, 8849045491 Dell Way, \N, GJLZOWD, \N, 0, Russia, 2, DNUSFHSSAV@dell.com, 8849045491, 2, 7934376388788224, 2009/05, user16934, password, 69, 40000, F
16935, QVEEAH, SUAYCSQCOX, 4078567343 Dell Way, \N, LAWAXAT, \N, 0, Russia, 2, SUAYCSQCOX@dell.com, 4078567343, 3, 9667432300746442, 2011/03, user16935, password, 38, 80000, M
16936, DXADFT, YFRBYHDNEP, 9302396327 Dell Way, \N, NBQKBKE, \N, 0, China, 2, YFRBYHDNEP@dell.com, 9302396327, 1, 1856494897510856, 2008/05, user16936, password, 77, 20000, M
16937, SBQYUP, DLQCTUPYKC, 8056886599 Dell Way, \N, ZANAKRL, \N, 0, China, 2, DLQCTUPYKC@dell.com, 8056886599, 3, 5342133978381753, 2008/05, user16937, password, 53, 80000, F
16938, NJZIYD, TOGNJWLTYL, 4778221325 Dell Way, \N, TMMEDXM, \N, 0, UK, 2, TOGNJWLTYL@dell.com, 4778221325, 5, 1922736554406583, 2011/06, user16938, password, 76, 100000, M
16939, DVICZC, QFPZBBSAMM, 1802976336 Dell Way, \N, NYQQWDO, \N, 0, Chile, 2, QFPZBBSAMM@dell.com, 1802976336, 4, 1371379892341792, 2010/06, user16939, password, 81, 60000, M
16940, SWRRYI, XOIZPBACNN, 4280615952 Dell Way, \N, BEDXHSE, \N, 0, China, 2, XOIZPBACNN@dell.com, 4280615952, 2, 9283007765654476, 2012/02, user16940, password, 51, 60000, M
16941, ICMGLJ, VTJKUJMIWN, 8335439906 Dell Way, \N, MAKTSPD, \N, 0, Australia, 2, VTJKUJMIWN@dell.com, 8335439906, 1, 9099089414346964, 2012/07, user16941, password, 41, 80000, M
16942, LECWOX, QXILHUTDIG, 2930562183 Dell Way, \N, DTAWIEY, \N, 0, Canada, 2, QXILHUTDIG@dell.com, 2930562183, 5, 1540376540739089, 2011/02, user16942, password, 73, 60000, M
16943, YSMMQC, KYNRTHVBOY, 6133376794 Dell Way, \N, VOVDSTH, \N, 0, UK, 2, KYNRTHVBOY@dell.com, 6133376794, 2, 6989436881151051, 2011/02, user16943, password, 36, 40000, F
16944, YUOPXZ, NLRHTMJHLE, 9971883396 Dell Way, \N, VGIOZQM, \N, 0, Germany, 2, NLRHTMJHLE@dell.com, 9971883396, 1, 3483062652405351, 2008/05, user16944, password, 61, 20000, F
16945, KTYHTL, SKTLWCTHHO, 7408642626 Dell Way, \N, NPCNFOB, \N, 0, Chile, 2, SKTLWCTHHO@dell.com, 7408642626, 2, 4137447644025087, 2008/12, user16945, password, 57, 60000, F
16946, HJQBVI, LPUIRNQYCE, 1699006044 Dell Way, \N, OFRTUTZ, \N, 0, France, 2, LPUIRNQYCE@dell.com, 1699006044, 2, 6325714705046267, 2008/11, user16946, password, 20, 40000, F
16947, KZGGIR, VCANQQLTUZ, 1826027622 Dell Way, \N, YMTSFTF, \N, 0, Chile, 2, VCANQQLTUZ@dell.com, 1826027622, 5, 3702626958023757, 2012/11, user16947, password, 65, 20000, F
